class	parent_class	field	type_code	type_size_bytes	type_guess	offset_dec	offset_hex	elem_count	enum_table	reg_func	parent_reg_func	call_site	class_confidence
Lightning	GameBase	strikesPerMinute	1	4	S32	644	0x284	1		0x00627610	0x005e3670	0x00627628	vtable-init
Lightning	GameBase	strikeWidth	5	4	F32	648	0x288	1		0x00627610	0x005e3670	0x00627640	vtable-init
Lightning	GameBase	chanceToHitTarget	5	4	F32	652	0x28c	1		0x00627610	0x005e3670	0x00627658	vtable-init
Lightning	GameBase	strikeRadius	5	4	F32	656	0x290	1		0x00627610	0x005e3670	0x00627670	vtable-init
Lightning	GameBase	boltStartRadius	5	4	F32	660	0x294	1		0x00627610	0x005e3670	0x00627688	vtable-init
Lightning	GameBase	color	12	16	ColorF(16B)	664	0x298	1		0x00627610	0x005e3670	0x006276a0	vtable-init
Lightning	GameBase	fadeColor	12	16	ColorF(16B)	680	0x2a8	1		0x00627610	0x005e3670	0x006276b8	vtable-init
Lightning	GameBase	useFog	3	1	bool(4)	696	0x2b8	1		0x00627610	0x005e3670	0x006276d0	vtable-init
LightningData	GameBaseData	thunderSounds	34	4	AudioProfile*	68	0x44	8		0x00627150	0x005e27d0	0x0062717a	vtable-init
LightningData	GameBaseData	strikeSound	34	4	AudioProfile*	100	0x64	1		0x00627150	0x005e27d0	0x00627165	vtable-init
LightningData	GameBaseData	strikeTextures	7	4	string(char*)	104	0x68	8		0x00627150	0x005e27d0	0x0062718f	vtable-init
LinearFlareProjectileData	LinearProjectileData	numFlares	1	4	S32	360	0x168	1		0x0063d870	0x0062b3c0	0x0063d888	vtable-init
LinearFlareProjectileData	LinearProjectileData	size	5	4	F32	364	0x16c	3		0x0063d870	0x0062b3c0	0x0063d8a0	vtable-init
LinearFlareProjectileData	LinearProjectileData	flareColor	12	16	ColorF(16B)	376	0x178	1		0x0063d870	0x0062b3c0	0x0063d8b8	vtable-init
LinearFlareProjectileData	LinearProjectileData	flareModTexture	7	4	string(char*)	392	0x188	1		0x0063d870	0x0062b3c0	0x0063d8d0	vtable-init
LinearFlareProjectileData	LinearProjectileData	flareBaseTexture	7	4	string(char*)	396	0x18c	1		0x0063d870	0x0062b3c0	0x0063d8e8	vtable-init
LinearProjectileData	ProjectileData	dryVelocity	5	4	F32	312	0x138	1		0x0062b3c0	0x006303f0	0x0062b3d8	vtable-init
LinearProjectileData	ProjectileData	wetVelocity	5	4	F32	316	0x13c	1		0x0062b3c0	0x006303f0	0x0062b3f0	vtable-init
LinearProjectileData	ProjectileData	fizzleTimeMS	1	4	S32	320	0x140	1		0x0062b3c0	0x006303f0	0x0062b408	vtable-init
LinearProjectileData	ProjectileData	lifetimeMS	1	4	S32	324	0x144	1		0x0062b3c0	0x006303f0	0x0062b420	vtable-init
LinearProjectileData	ProjectileData	explodeOnDeath	3	1	bool(4)	328	0x148	1		0x0062b3c0	0x006303f0	0x0062b438	vtable-init
LinearProjectileData	ProjectileData	reflectOnWaterImpactAngle	5	4	F32	332	0x14c	1		0x0062b3c0	0x006303f0	0x0062b450	vtable-init
LinearProjectileData	ProjectileData	deflectionOnWaterImpact	5	4	F32	336	0x150	1		0x0062b3c0	0x006303f0	0x0062b468	vtable-init
LinearProjectileData	ProjectileData	fizzleUnderwaterMS	1	4	S32	340	0x154	1		0x0062b3c0	0x006303f0	0x0062b480	vtable-init
LinearProjectileData	ProjectileData	activateDelayMS	1	4	S32	344	0x158	1		0x0062b3c0	0x006303f0	0x0062b498	vtable-init
LinearProjectileData	ProjectileData	doDynamicClientHits	3	1	bool(4)	348	0x15c	1		0x0062b3c0	0x006303f0	0x0062b4b0	vtable-init
Marker	SceneObject	seqNum	1	4	S32	584	0x248	1		0x00592830	0x0058c7f0	0x00592848	vtable-init
Marker	SceneObject	msToNext	1	4	S32	588	0x24c	1		0x00592830	0x0058c7f0	0x00592860	vtable-init
MissionArea	NetObject	area	18	16	RectI(16B)	584	0x248	1		0x00619b30		0x00619b48	vtable-init
MissionArea	NetObject	flightCeiling	5	4	F32	600	0x258	1		0x00619b30		0x00619b60	vtable-init
MissionArea	NetObject	flightCeilingRange	5	4	F32	604	0x25c	1		0x00619b30		0x00619b78	vtable-init
MissionAreaEditor	GuiBitmapCtrl	squareBitmap	3	1	bool(4)	240	0xf0	1		0x0046be40	0x004ad700	0x0046be58	vtable-init
MissionAreaEditor	GuiBitmapCtrl	enableEditing	3	1	bool(4)	241	0xf1	1		0x0046be40	0x004ad700	0x0046be70	vtable-init
MissionAreaEditor	GuiBitmapCtrl	renderCamera	3	1	bool(4)	242	0xf2	1		0x0046be40	0x004ad700	0x0046be88	vtable-init
MissionAreaEditor	GuiBitmapCtrl	handleFrameColor	11	4	ColorI(4B)	243	0xf3	1		0x0046be40	0x004ad700	0x0046bea0	vtable-init
MissionAreaEditor	GuiBitmapCtrl	handleFillColor	11	4	ColorI(4B)	247	0xf7	1		0x0046be40	0x004ad700	0x0046beb8	vtable-init
MissionAreaEditor	GuiBitmapCtrl	defaultObjectColor	11	4	ColorI(4B)	251	0xfb	1		0x0046be40	0x004ad700	0x0046bed0	vtable-init
MissionAreaEditor	GuiBitmapCtrl	waterObjectColor	11	4	ColorI(4B)	255	0xff	1		0x0046be40	0x004ad700	0x0046bee8	vtable-init
MissionAreaEditor	GuiBitmapCtrl	missionBoundsColor	11	4	ColorI(4B)	259	0x103	1		0x0046be40	0x004ad700	0x0046bf00	vtable-init
MissionAreaEditor	GuiBitmapCtrl	cameraColor	11	4	ColorI(4B)	263	0x107	1		0x0046be40	0x004ad700	0x0046bf18	vtable-init
MissionAreaEditor	GuiBitmapCtrl	enableMirroring	3	1	bool(4)	267	0x10b	1		0x0046be40	0x004ad700	0x0046bf30	vtable-init
MissionAreaEditor	GuiBitmapCtrl	mirrorIndex	1	4	S32	268	0x10c	1		0x0046be40	0x004ad700	0x0046bf48	vtable-init
MissionAreaEditor	GuiBitmapCtrl	mirrorLineColor	11	4	ColorI(4B)	272	0x110	1		0x0046be40	0x004ad700	0x0046bf60	vtable-init
MissionAreaEditor	GuiBitmapCtrl	mirrorArrowColor	11	4	ColorI(4B)	276	0x114	1		0x0046be40	0x004ad700	0x0046bf78	vtable-init
NavigationGraph	SimObject	cullDensity	5	4	F32	7472	0x1d30	1		0x00480940		0x00480970	vtable-init
NavigationGraph	SimObject	conjoinAngleDev	5	4	F32	7476	0x1d34	1		0x00480940		0x00480958	vtable-init
NavigationGraph	SimObject	customArea	18	16	RectI(16B)	7488	0x1d40	1		0x00480940		0x00480988	vtable-init
ParticleData	SimDataBlock	dragCoefficient	5	4	F32	60	0x3c	1		0x00622e60		0x00622e75	vtable-init
ParticleData	SimDataBlock	windCoefficient	5	4	F32	64	0x40	1		0x00622e60		0x00622e8a	vtable-init
ParticleData	SimDataBlock	gravityCoefficient	5	4	F32	68	0x44	1		0x00622e60		0x00622e9f	vtable-init
ParticleData	SimDataBlock	inheritedVelFactor	5	4	F32	72	0x48	1		0x00622e60		0x00622eb4	vtable-init
ParticleData	SimDataBlock	constantAcceleration	5	4	F32	76	0x4c	1		0x00622e60		0x00622ec9	vtable-init
ParticleData	SimDataBlock	lifetimeMS	1	4	S32	80	0x50	1		0x00622e60		0x00622ede	vtable-init
ParticleData	SimDataBlock	lifetimeVarianceMS	1	4	S32	84	0x54	1		0x00622e60		0x00622ef3	vtable-init
ParticleData	SimDataBlock	spinSpeed	5	4	F32	88	0x58	1		0x00622e60		0x00622f08	vtable-init
ParticleData	SimDataBlock	spinRandomMin	5	4	F32	92	0x5c	1		0x00622e60		0x00622f1d	vtable-init
ParticleData	SimDataBlock	spinRandomMax	5	4	F32	96	0x60	1		0x00622e60		0x00622f32	vtable-init
ParticleData	SimDataBlock	useInvAlpha	3	1	bool(4)	100	0x64	1		0x00622e60		0x00622f47	vtable-init
ParticleData	SimDataBlock	animateTexture	3	1	bool(4)	101	0x65	1		0x00622e60		0x00622f5c	vtable-init
ParticleData	SimDataBlock	framesPerSec	1	4	S32	108	0x6c	1		0x00622e60		0x00622f71	vtable-init
ParticleData	SimDataBlock	colors	12	16	ColorF(16B)	112	0x70	4		0x00622e60		0x00622fb6	vtable-init
ParticleData	SimDataBlock	sizes	5	4	F32	176	0xb0	4		0x00622e60		0x00622fce	vtable-init
ParticleData	SimDataBlock	times	5	4	F32	192	0xc0	4		0x00622e60		0x00622fe6	vtable-init
ParticleData	SimDataBlock	textureName	7	4	string(char*)	208	0xd0	1		0x00622e60		0x00622f89	vtable-init
ParticleData	SimDataBlock	animTexName	7	4	string(char*)	208	0xd0	50		0x00622e60		0x00622fa1	vtable-init
ParticleEmissionDummy	GameBase	emitter	32	8	ParticleEmitterData*	648	0x288	1		0x00626240	0x005e3670	0x00626258	vtable-init
ParticleEmissionDummy	GameBase	velocity	5	4	F32	660	0x294	1		0x00626240	0x005e3670	0x00626270	vtable-init
ParticleEmissionDummyData	GameBaseData	timeMultiple	5	4	F32	68	0x44	1		0x00626080	0x005e27d0	0x00626095	vtable-init
ParticleEmitterData	GameBaseData	ejectionPeriodMS	1	4	S32	68	0x44	1		0x00621df0	0x005e27d0	0x00621e1b	vtable-init
ParticleEmitterData	GameBaseData	periodVarianceMS	1	4	S32	72	0x48	1		0x00621df0	0x005e27d0	0x00621e30	vtable-init
ParticleEmitterData	GameBaseData	ejectionVelocity	5	4	F32	76	0x4c	1		0x00621df0	0x005e27d0	0x00621e45	vtable-init
ParticleEmitterData	GameBaseData	velocityVariance	5	4	F32	80	0x50	1		0x00621df0	0x005e27d0	0x00621e5a	vtable-init
ParticleEmitterData	GameBaseData	ejectionOffset	5	4	F32	84	0x54	1		0x00621df0	0x005e27d0	0x00621e6f	vtable-init
ParticleEmitterData	GameBaseData	thetaMin	5	4	F32	88	0x58	1		0x00621df0	0x005e27d0	0x00621e84	vtable-init
ParticleEmitterData	GameBaseData	thetaMax	5	4	F32	92	0x5c	1		0x00621df0	0x005e27d0	0x00621e99	vtable-init
ParticleEmitterData	GameBaseData	phiReferenceVel	5	4	F32	96	0x60	1		0x00621df0	0x005e27d0	0x00621eae	vtable-init
ParticleEmitterData	GameBaseData	phiVariance	5	4	F32	100	0x64	1		0x00621df0	0x005e27d0	0x00621ec3	vtable-init
ParticleEmitterData	GameBaseData	lifetimeMS	1	4	S32	104	0x68	1		0x00621df0	0x005e27d0	0x00621f2c	vtable-init
ParticleEmitterData	GameBaseData	lifetimeVarianceMS	1	4	S32	108	0x6c	1		0x00621df0	0x005e27d0	0x00621f41	vtable-init
ParticleEmitterData	GameBaseData	overrideAdvance	3	1	bool(4)	112	0x70	1		0x00621df0	0x005e27d0	0x00621ed8	vtable-init
ParticleEmitterData	GameBaseData	orientParticles	3	1	bool(4)	113	0x71	1		0x00621df0	0x005e27d0	0x00621eed	vtable-init
ParticleEmitterData	GameBaseData	orientOnVelocity	3	1	bool(4)	114	0x72	1		0x00621df0	0x005e27d0	0x00621f02	vtable-init
ParticleEmitterData	GameBaseData	useEmitterSizes	3	1	bool(4)	115	0x73	1		0x00621df0	0x005e27d0	0x00621f56	vtable-init
ParticleEmitterData	GameBaseData	useEmitterColors	3	1	bool(4)	116	0x74	1		0x00621df0	0x005e27d0	0x00621f6b	vtable-init
ParticleEmitterData	GameBaseData	particles	7	4	string(char*)	120	0x78	1		0x00621df0	0x005e27d0	0x00621f17	vtable-init
PhysicalZone	SceneObject	velocityMod	5	4	F32	584	0x248	1		0x0068aaa0	0x0058c7f0	0x0068aab8	vtable-init
PhysicalZone	SceneObject	gravityMod	5	4	F32	588	0x24c	1		0x0068aaa0	0x0058c7f0	0x0068aad0	vtable-init
PhysicalZone	SceneObject	appliedForce	16	12	Point3F(12B)	592	0x250	1		0x0068aaa0	0x0058c7f0	0x0068aae8	vtable-init
PhysicalZone	SceneObject	polyhedron	35		polyhedron	604	0x25c	1		0x0068aaa0	0x0058c7f0	0x0068ab00	vtable-init
PlayerData	ShapeBaseData	pickupRadius	5	4	F32	812	0x32c	1		0x005ce810	0x005e4c20	0x005ce828	vtable-init
PlayerData	ShapeBaseData	maxTimeScale	5	4	F32	816	0x330	1		0x005ce810	0x005e4c20	0x005ce8a0	vtable-init
PlayerData	ShapeBaseData	minLookAngle	5	4	F32	820	0x334	1		0x005ce810	0x005e4c20	0x005ce858	vtable-init
PlayerData	ShapeBaseData	maxLookAngle	5	4	F32	824	0x338	1		0x005ce810	0x005e4c20	0x005ce870	vtable-init
PlayerData	ShapeBaseData	maxFreelookAngle	5	4	F32	828	0x33c	1		0x005ce810	0x005e4c20	0x005ce888	vtable-init
PlayerData	ShapeBaseData	noFrictionOnSki	3	1	bool(4)	832	0x340	1		0x005ce810	0x005e4c20	0x005ce840	vtable-init
PlayerData	ShapeBaseData	jetForce	5	4	F32	836	0x344	1		0x005ce810	0x005e4c20	0x005ce8d0	vtable-init
PlayerData	ShapeBaseData	underwaterJetForce	5	4	F32	840	0x348	1		0x005ce810	0x005e4c20	0x005ce8e8	vtable-init
PlayerData	ShapeBaseData	underwaterVertJetFactor	5	4	F32	844	0x34c	1		0x005ce810	0x005e4c20	0x005ce900	vtable-init
PlayerData	ShapeBaseData	jetEnergyDrain	5	4	F32	848	0x350	1		0x005ce810	0x005e4c20	0x005ce918	vtable-init
PlayerData	ShapeBaseData	underwaterJetEnergyDrain	5	4	F32	852	0x354	1		0x005ce810	0x005e4c20	0x005ce930	vtable-init
PlayerData	ShapeBaseData	minJetEnergy	5	4	F32	856	0x358	1		0x005ce810	0x005e4c20	0x005ce948	vtable-init
PlayerData	ShapeBaseData	maxJetForwardSpeed	5	4	F32	860	0x35c	1		0x005ce810	0x005e4c20	0x005ce960	vtable-init
PlayerData	ShapeBaseData	maxJetHorizontalPercentage	5	4	F32	864	0x360	1		0x005ce810	0x005e4c20	0x005ce978	vtable-init
PlayerData	ShapeBaseData	jetEmitter	32	8	ParticleEmitterData*	868	0x364	1		0x005ce810	0x005e4c20	0x005ce990	vtable-init
PlayerData	ShapeBaseData	jetEffect	31	8	JetEffectData*	876	0x36c	1		0x005ce810	0x005e4c20	0x005ce9a8	vtable-init
PlayerData	ShapeBaseData	runForce	5	4	F32	884	0x374	1		0x005ce810	0x005e4c20	0x005ce9c0	vtable-init
PlayerData	ShapeBaseData	runEnergyDrain	5	4	F32	888	0x378	1		0x005ce810	0x005e4c20	0x005ce9d8	vtable-init
PlayerData	ShapeBaseData	minRunEnergy	5	4	F32	892	0x37c	1		0x005ce810	0x005e4c20	0x005ce9f0	vtable-init
PlayerData	ShapeBaseData	maxForwardSpeed	5	4	F32	896	0x380	1		0x005ce810	0x005e4c20	0x005cea08	vtable-init
PlayerData	ShapeBaseData	maxBackwardSpeed	5	4	F32	900	0x384	1		0x005ce810	0x005e4c20	0x005cea20	vtable-init
PlayerData	ShapeBaseData	maxSideSpeed	5	4	F32	904	0x388	1		0x005ce810	0x005e4c20	0x005cea38	vtable-init
PlayerData	ShapeBaseData	maxUnderwaterForwardSpeed	5	4	F32	908	0x38c	1		0x005ce810	0x005e4c20	0x005cea50	vtable-init
PlayerData	ShapeBaseData	maxUnderwaterBackwardSpeed	5	4	F32	912	0x390	1		0x005ce810	0x005e4c20	0x005cea68	vtable-init
PlayerData	ShapeBaseData	maxUnderwaterSideSpeed	5	4	F32	916	0x394	1		0x005ce810	0x005e4c20	0x005cea80	vtable-init
PlayerData	ShapeBaseData	maxStepHeight	5	4	F32	920	0x398	1		0x005ce810	0x005e4c20	0x005ce8b8	vtable-init
PlayerData	ShapeBaseData	runSurfaceAngle	5	4	F32	924	0x39c	1		0x005ce810	0x005e4c20	0x005cea98	vtable-init
PlayerData	ShapeBaseData	horizMaxSpeed	5	4	F32	928	0x3a0	1		0x005ce810	0x005e4c20	0x005cec48	vtable-init
PlayerData	ShapeBaseData	horizResistSpeed	5	4	F32	932	0x3a4	1		0x005ce810	0x005e4c20	0x005cec60	vtable-init
PlayerData	ShapeBaseData	horizResistFactor	5	4	F32	936	0x3a8	1		0x005ce810	0x005e4c20	0x005cec78	vtable-init
PlayerData	ShapeBaseData	upMaxSpeed	5	4	F32	940	0x3ac	1		0x005ce810	0x005e4c20	0x005cec90	vtable-init
PlayerData	ShapeBaseData	upResistSpeed	5	4	F32	944	0x3b0	1		0x005ce810	0x005e4c20	0x005ceca8	vtable-init
PlayerData	ShapeBaseData	upResistFactor	5	4	F32	948	0x3b4	1		0x005ce810	0x005e4c20	0x005cecc0	vtable-init
PlayerData	ShapeBaseData	recoverDelay	1	4	S32	952	0x3b8	1		0x005ce810	0x005e4c20	0x005ceab0	vtable-init
PlayerData	ShapeBaseData	recoverRunForceScale	5	4	F32	956	0x3bc	1		0x005ce810	0x005e4c20	0x005ceac8	vtable-init
PlayerData	ShapeBaseData	jumpForce	5	4	F32	960	0x3c0	1		0x005ce810	0x005e4c20	0x005ceae0	vtable-init
PlayerData	ShapeBaseData	jumpEnergyDrain	5	4	F32	964	0x3c4	1		0x005ce810	0x005e4c20	0x005ceaf8	vtable-init
PlayerData	ShapeBaseData	minJumpEnergy	5	4	F32	968	0x3c8	1		0x005ce810	0x005e4c20	0x005ceb10	vtable-init
PlayerData	ShapeBaseData	minJumpSpeed	5	4	F32	972	0x3cc	1		0x005ce810	0x005e4c20	0x005ceb28	vtable-init
PlayerData	ShapeBaseData	maxJumpSpeed	5	4	F32	976	0x3d0	1		0x005ce810	0x005e4c20	0x005ceb40	vtable-init
PlayerData	ShapeBaseData	jumpSurfaceAngle	5	4	F32	980	0x3d4	1		0x005ce810	0x005e4c20	0x005ceb58	vtable-init
PlayerData	ShapeBaseData	jumpDelay	1	4	S32	984	0x3d8	1		0x005ce810	0x005e4c20	0x005ceb70	vtable-init
PlayerData	ShapeBaseData	boxHeadPercentage	5	4	F32	988	0x3dc	1		0x005ce810	0x005e4c20	0x005cebb8	vtable-init
PlayerData	ShapeBaseData	boxTorsoPercentage	5	4	F32	992	0x3e0	1		0x005ce810	0x005e4c20	0x005cebd0	vtable-init
PlayerData	ShapeBaseData	boxHeadLeftPercentage	1	4	S32	996	0x3e4	1		0x005ce810	0x005e4c20	0x005cebe8	vtable-init
PlayerData	ShapeBaseData	boxHeadRightPercentage	1	4	S32	1000	0x3e8	1		0x005ce810	0x005e4c20	0x005cec00	vtable-init
PlayerData	ShapeBaseData	boxHeadBackPercentage	1	4	S32	1004	0x3ec	1		0x005ce810	0x005e4c20	0x005cec18	vtable-init
PlayerData	ShapeBaseData	boxHeadFrontPercentage	1	4	S32	1008	0x3f0	1		0x005ce810	0x005e4c20	0x005cec30	vtable-init
PlayerData	ShapeBaseData	minImpactSpeed	5	4	F32	1012	0x3f4	1		0x005ce810	0x005e4c20	0x005ceb88	vtable-init
PlayerData	ShapeBaseData	decalOffset	5	4	F32	1016	0x3f8	1		0x005ce810	0x005e4c20	0x005cecf0	vtable-init
PlayerData	ShapeBaseData	heatDecayPerSec	5	4	F32	1020	0x3fc	1		0x005ce810	0x005e4c20	0x005cf170	vtable-init
PlayerData	ShapeBaseData	heatIncreasePerSec	5	4	F32	1024	0x400	1		0x005ce810	0x005e4c20	0x005cf188	vtable-init
PlayerData	ShapeBaseData	groundImpactMinSpeed	5	4	F32	1028	0x404	1		0x005ce810	0x005e4c20	0x005cf1a0	vtable-init
PlayerData	ShapeBaseData	groundImpactShakeFreq	16	12	Point3F(12B)	1032	0x408	1		0x005ce810	0x005e4c20	0x005cf1b8	vtable-init
PlayerData	ShapeBaseData	groundImpactShakeAmp	16	12	Point3F(12B)	1044	0x414	1		0x005ce810	0x005e4c20	0x005cf1d0	vtable-init
PlayerData	ShapeBaseData	groundImpactShakeDuration	5	4	F32	1056	0x420	1		0x005ce810	0x005e4c20	0x005cf1e8	vtable-init
PlayerData	ShapeBaseData	groundImpactShakeFalloff	5	4	F32	1060	0x424	1		0x005ce810	0x005e4c20	0x005cf200	vtable-init
PlayerData	ShapeBaseData	jetSound	34	4	AudioProfile*	1064	0x428	1		0x005ce810	0x005e4c20	0x005ced68	vtable-init
PlayerData	ShapeBaseData	wetJetSound	34	4	AudioProfile*	1068	0x42c	1		0x005ce810	0x005e4c20	0x005ced80	vtable-init
PlayerData	ShapeBaseData	LFootSoftSound	34	4	AudioProfile*	1072	0x430	1		0x005ce810	0x005e4c20	0x005ced98	vtable-init
PlayerData	ShapeBaseData	RFootSoftSound	34	4	AudioProfile*	1076	0x434	1		0x005ce810	0x005e4c20	0x005cedb0	vtable-init
PlayerData	ShapeBaseData	LFootHardSound	34	4	AudioProfile*	1080	0x438	1		0x005ce810	0x005e4c20	0x005cedc8	vtable-init
PlayerData	ShapeBaseData	RFootHardSound	34	4	AudioProfile*	1084	0x43c	1		0x005ce810	0x005e4c20	0x005cede0	vtable-init
PlayerData	ShapeBaseData	LFootMetalSound	34	4	AudioProfile*	1088	0x440	1		0x005ce810	0x005e4c20	0x005cedf8	vtable-init
PlayerData	ShapeBaseData	RFootMetalSound	34	4	AudioProfile*	1092	0x444	1		0x005ce810	0x005e4c20	0x005cee10	vtable-init
PlayerData	ShapeBaseData	LFootSnowSound	34	4	AudioProfile*	1096	0x448	1		0x005ce810	0x005e4c20	0x005cee28	vtable-init
PlayerData	ShapeBaseData	RFootSnowSound	34	4	AudioProfile*	1100	0x44c	1		0x005ce810	0x005e4c20	0x005cee40	vtable-init
PlayerData	ShapeBaseData	LFootShallowSound	34	4	AudioProfile*	1104	0x450	1		0x005ce810	0x005e4c20	0x005cee58	vtable-init
PlayerData	ShapeBaseData	RFootShallowSound	34	4	AudioProfile*	1108	0x454	1		0x005ce810	0x005e4c20	0x005cee70	vtable-init
PlayerData	ShapeBaseData	LFootWadingSound	34	4	AudioProfile*	1112	0x458	1		0x005ce810	0x005e4c20	0x005cee88	vtable-init
PlayerData	ShapeBaseData	RFootWadingSound	34	4	AudioProfile*	1116	0x45c	1		0x005ce810	0x005e4c20	0x005ceea0	vtable-init
PlayerData	ShapeBaseData	LFootUnderwaterSound	34	4	AudioProfile*	1120	0x460	1		0x005ce810	0x005e4c20	0x005ceeb8	vtable-init
PlayerData	ShapeBaseData	RFootUnderwaterSound	34	4	AudioProfile*	1124	0x464	1		0x005ce810	0x005e4c20	0x005ceed0	vtable-init
PlayerData	ShapeBaseData	LFootBubblesSound	34	4	AudioProfile*	1128	0x468	1		0x005ce810	0x005e4c20	0x005ceee8	vtable-init
PlayerData	ShapeBaseData	RFootBubblesSound	34	4	AudioProfile*	1132	0x46c	1		0x005ce810	0x005e4c20	0x005cef00	vtable-init
PlayerData	ShapeBaseData	movingBubblesSound	34	4	AudioProfile*	1136	0x470	1		0x005ce810	0x005e4c20	0x005cef18	vtable-init
PlayerData	ShapeBaseData	waterBreathSound	34	4	AudioProfile*	1140	0x474	1		0x005ce810	0x005e4c20	0x005cef30	vtable-init
PlayerData	ShapeBaseData	impactSoftSound	34	4	AudioProfile*	1144	0x478	1		0x005ce810	0x005e4c20	0x005cef48	vtable-init
PlayerData	ShapeBaseData	impactHardSound	34	4	AudioProfile*	1148	0x47c	1		0x005ce810	0x005e4c20	0x005cef60	vtable-init
PlayerData	ShapeBaseData	impactMetalSound	34	4	AudioProfile*	1152	0x480	1		0x005ce810	0x005e4c20	0x005cef78	vtable-init
PlayerData	ShapeBaseData	impactSnowSound	34	4	AudioProfile*	1156	0x484	1		0x005ce810	0x005e4c20	0x005cef90	vtable-init
PlayerData	ShapeBaseData	impactWaterEasy	34	4	AudioProfile*	1160	0x488	1		0x005ce810	0x005e4c20	0x005cefa8	vtable-init
PlayerData	ShapeBaseData	impactWaterMedium	34	4	AudioProfile*	1164	0x48c	1		0x005ce810	0x005e4c20	0x005cefc0	vtable-init
PlayerData	ShapeBaseData	impactWaterHard	34	4	AudioProfile*	1168	0x490	1		0x005ce810	0x005e4c20	0x005cefd8	vtable-init
PlayerData	ShapeBaseData	exitingWater	34	4	AudioProfile*	1172	0x494	1		0x005ce810	0x005e4c20	0x005ceff0	vtable-init
PlayerData	ShapeBaseData	skiSoftSound	34	4	AudioProfile*	1176	0x498	1		0x005ce810	0x005e4c20	0x005cf008	vtable-init
PlayerData	ShapeBaseData	skiHardSound	34	4	AudioProfile*	1180	0x49c	1		0x005ce810	0x005e4c20	0x005cf020	vtable-init
PlayerData	ShapeBaseData	skiMetalSound	34	4	AudioProfile*	1184	0x4a0	1		0x005ce810	0x005e4c20	0x005cf038	vtable-init
PlayerData	ShapeBaseData	skiSnowSound	34	4	AudioProfile*	1188	0x4a4	1		0x005ce810	0x005e4c20	0x005cf050	vtable-init
PlayerData	ShapeBaseData	boundingBox	16	12	Point3F(12B)	1320	0x528	1		0x005ce810	0x005e4c20	0x005ceba0	vtable-init
PlayerData	ShapeBaseData	footPuffEmitter	32	8	ParticleEmitterData*	3308	0xcec	1		0x005ce810	0x005e4c20	0x005ced08	vtable-init
PlayerData	ShapeBaseData	footPuffNumParts	1	4	S32	3316	0xcf4	1		0x005ce810	0x005e4c20	0x005ced20	vtable-init
PlayerData	ShapeBaseData	footPuffRadius	5	4	F32	3320	0xcf8	1		0x005ce810	0x005e4c20	0x005ced38	vtable-init
PlayerData	ShapeBaseData	decalData	41	8	DecalData*	3324	0xcfc	1		0x005ce810	0x005e4c20	0x005cecd8	vtable-init
PlayerData	ShapeBaseData	dustEmitter	32	8	ParticleEmitterData*	3332	0xd04	1		0x005ce810	0x005e4c20	0x005ced50	vtable-init
PlayerData	ShapeBaseData	splash	27	8	SplashData*	3340	0xd0c	1		0x005ce810	0x005e4c20	0x005cf068	vtable-init
PlayerData	ShapeBaseData	splashVelocity	5	4	F32	3348	0xd14	1		0x005ce810	0x005e4c20	0x005cf080	vtable-init
PlayerData	ShapeBaseData	splashAngle	5	4	F32	3352	0xd18	1		0x005ce810	0x005e4c20	0x005cf098	vtable-init
PlayerData	ShapeBaseData	splashFreqMod	5	4	F32	3356	0xd1c	1		0x005ce810	0x005e4c20	0x005cf0b0	vtable-init
PlayerData	ShapeBaseData	splashVelEpsilon	5	4	F32	3360	0xd20	1		0x005ce810	0x005e4c20	0x005cf0c8	vtable-init
PlayerData	ShapeBaseData	bubbleEmitTime	5	4	F32	3364	0xd24	1		0x005ce810	0x005e4c20	0x005cf0e0	vtable-init
PlayerData	ShapeBaseData	mediumSplashSoundVelocity	5	4	F32	3368	0xd28	1		0x005ce810	0x005e4c20	0x005cf110	vtable-init
PlayerData	ShapeBaseData	hardSplashSoundVelocity	5	4	F32	3372	0xd2c	1		0x005ce810	0x005e4c20	0x005cf128	vtable-init
PlayerData	ShapeBaseData	exitSplashSoundVelocity	5	4	F32	3376	0xd30	1		0x005ce810	0x005e4c20	0x005cf140	vtable-init
PlayerData	ShapeBaseData	footstepSplashHeight	5	4	F32	3380	0xd34	1		0x005ce810	0x005e4c20	0x005cf158	vtable-init
PlayerData	ShapeBaseData	splashEmitter	32	8	ParticleEmitterData*	3384	0xd38	3		0x005ce810	0x005e4c20	0x005cf0f8	vtable-init
Precipitation	GameBase	percentage	5	4	F32	216972	0x34f8c	1		0x00680ab0	0x005e3670	0x00680ac8	vtable-init
Precipitation	GameBase	color1	12	16	ColorF(16B)	217072	0x34ff0	1		0x00680ab0	0x005e3670	0x00680ae0	vtable-init
Precipitation	GameBase	color2	12	16	ColorF(16B)	217088	0x35000	1		0x00680ab0	0x005e3670	0x00680af8	vtable-init
Precipitation	GameBase	color3	12	16	ColorF(16B)	217104	0x35010	1		0x00680ab0	0x005e3670	0x00680b10	vtable-init
Precipitation	GameBase	minVelocity	5	4	F32	217120	0x35020	1		0x00680ab0	0x005e3670	0x00680b40	vtable-init
Precipitation	GameBase	maxVelocity	5	4	F32	217124	0x35024	1		0x00680ab0	0x005e3670	0x00680b58	vtable-init
